,Text,Label,Notes
44,Black Aly is such an absolute badass commander that I would happily march into the muddy slaughter of the Burning Mill behind her banner.,faction_cheerleading,—
45,I am literally pacing around my kitchen in total disbelief. How am I supposed to function at work tomorrow after witnessing that tragic conclusion?!,visceral_reaction,—
46,Jason Lannister's dismissive attitude toward the Riverlords perfectly illustrates the fatal arrogance of wealthy heavy cavalry when engaging infantry in marshland terrain.,lore_analysis,—
47,Lucerys took Aemond's eye first without showing an ounce of remorse so the debt paid over Shipbreaker Bay was completely justified and balanced.,faction_cheerleading,—
48,The sheer visceral terror when the wooden hull began splintering apart under the dragon's weight was absolute masterclass tension and sound design.,visceral_reaction,—
49,Jace's aggressive tactical push into the Gullet without securing aerial backup from Rhaenyra highlights his underlying insecurity regarding his legitimacy as heir.,lore_analysis,—
50,Daemon is a deeply unhinged rogue prince but Team Black defenders will excuse his worst atrocities simply because he delivers cool lines in High Valyrian.,faction_cheerleading,Hard edge case: examines real character flaws but frames the observation around attacking rival fans.
51,Helaena’s tapestry work isn’t just an eccentric hobby; she is literally weaving the timeline of the Dance as she sees it in her prophetic dreams.,lore_analysis,—
52,"Team Green fans defending Aegon after episode one are completely delusional. The man is a tyrant and a drunk, Rhaenyra is the only rightful heir.",faction_cheerleading,—
53,Larys Strong makes my skin crawl every single time he appears on screen. Get this creepy foot guy away from the Queen!,visceral_reaction,—
54,"The Dragonkeepers speaking exclusively in High Valyrian reinforces their religious view that dragons are sacred gods, not weapons of war for the crown.",lore_analysis,—
55,Daemon taking Harrenhal with zero casualties proved once again that Team Black possesses the only real military masterminds in Westeros.,faction_cheerleading,—
56,OMGGGG THE MUSIC WHEN THE DRAGONS TOOK FLIGHT TOGETHER WAS ABSOLUTE PERFECTION! RAMIN DJAWADI DOES IT AGAIN!,visceral_reaction,—
57,Hugh Hammer’s backstory grounded the Dragonseeds plotline by showing how the economic inflation caused by the blockade directly crushed the working class.,lore_analysis,—
58,Aemond putting the conqueror's crown on his own head looked ten times more natural than Aegon ever did. That is my true King right there.,faction_cheerleading,—
59,I am never going to emotionally recover from watching that poor dog get kicked in the Red Keep ratcatcher scene.,visceral_reaction,—
60,Alicent bathing in the dark lake represents her desperate psychological attempt to cleanse herself of the moral guilt associated with starting the war.,lore_analysis,—
61,"Blackcels crying about Blood and Cheese like Daemon didn't give them exactly what they ordered. An eye for an eye, a son for a son.",faction_cheerleading,—
62,Ulf the White sitting at the high table demanding more quail is the exact chaotic energy this depressing show needed lmao.,visceral_reaction,—
63,The transition from standard swords to heavy poleaxes in the Riverlands skirmishes reflects the shift from performative tourney combat to total attrition warfare.,lore_analysis,—
64,"Jace flew straight to the Twins, secured the Frey crossing, and negotiated the Stark alliance all by himself. Aegon couldn't even negotiate a sober breakfast.",faction_cheerleading,—
65,THE WAY MY SOUL LEFT MY BODY WHEN VHAGAR SUDDENLY APPEARED OUT OF THE CLOUDS OVER ROOK'S REST! HOLY JUMPSCARE!,visceral_reaction,—
66,Gwayne Hightower’s shock at Criston Cole’s battle tactics highlights the massive culture shock between Oldtown's chivalric traditions and the brutal reality of the vanguard.,lore_analysis,—
67,Tessarion taking flight in the Reach is about to remind everyone why Team Green has the most aesthetically pleasing dragons in the entire lore.,faction_cheerleading,—
68,I need HBO to release a ten-hour ambient loop of the Dragonstone library crackling hearth sounds immediately.,visceral_reaction,—
69,"Simon Strong acting as the polite, hyper-bureaucratic castellan of a haunted ruin serves as a brilliant foil to Daemon’s unchecked paranoid aggression.",lore_analysis,—
70,Rhaenyra slapping Lord Celtigar across the face was the most satisfying moment of the season. Put these useless old men in their place my Queen!,faction_cheerleading,—
71,NO WAY THEY JUST LEFT THAT SCENE ON A CLIFFHANGER LIKE THAT! NOW I HAVE TO SIT HERE STARING AT MY WALL FOR SEVEN DAYS!,visceral_reaction,—
72,"The physical staging of the small council table, where Larys sits slightly behind the King's right shoulder rather than at a designated seat, visualizes his shadow-puppeteer role.",lore_analysis,—
73,Team Green claiming they have the moral high ground while Larys literally starves the smallfolk to fund the Gold Cloaks is the height of hypocrisy.,faction_cheerleading,—
74,Addam of Hull seeing Seasmoke land in the woods and just hitting the absolute fastest hundred-meter dash away from him was so real.,visceral_reaction,—
75,The distinct lack of golden thread in Aegon’s recovery garments visually signals his total loss of royal vanity post-Rook's Rest.,lore_analysis,—
76,Cole is the worst military Hand in Westerosi history. He practically handed the capital to the Dragonseeds because he was too busy pouting.,faction_cheerleading,—
77,Paddy Considine's ghost still haunts the tone of this entire production. I miss King Viserys so badly it hurts.,visceral_reaction,—
78,"By moving the Dragonseeds claiming trial to the dragonpit's inner chambers, the show emphasized the industrial, gladiatorial nature of Valyrian blood magic.",lore_analysis,—
79,Baela Targaryen riding Moondancer down at full speed to intercept the Green scouting party was top tier Targaryen supremacy.,faction_cheerleading,—
80,"I don't care about the logistics of the Triarchy blockade, I just want to see giant lizards shoot blue plasma at each other.",visceral_reaction,—
81,Corlys looking at the Salt Throne while speaking to Alyn symbolizes his internal struggle between traditional primogeniture and recognizing raw maritime merit.,lore_analysis,—
82,Alicent crying in the woods because her own sons don't respect her anymore is pure poetic justice for how she treated young Rhaenyra.,faction_cheerleading,—
83,WHO GAVE THE DRAGONS THE RIGHT TO BE THIS EMOTIONALLY EXPRESSIVE?! WHEN MOONDANCER TILTED HER HEAD I ALMOST WEPT!,visceral_reaction,—
84,"The heavy use of handheld, unstable camera movements during the King's Landing bread riots successfully stripped the monarchy of its perceived divine order.",lore_analysis,—
85,Aegon actually loved his dragon enough to cry for him. Rhaenyra treats Syrax like a glorified taxi to King's Landing. Greens have the superior bond.,faction_cheerleading,—
86,The sound of the maester's bone saw cutting through the burnt armor made my teeth hurt. Absolute nightmare fuel.,visceral_reaction,—
87,Rhaenyra’s choice to wear her father's heavy chain of office during the Dragonseed dinner was a deliberate performative invocation of the old peaceful era.,lore_analysis,—
88,Team Black watching Ulf get drunk on their expensive Arbor gold while their actual lords sit in the mud is the funniest karma possible.,faction_cheerleading,—
89,I am going to start using 'What is this behavior?' in my daily professional meetings thanks to Simon Strong.,visceral_reaction,—
90,The recurring motif of the cracked dragon egg in the Vale intro scenes forecasts the permanent fragmentation of the Targaryen dynasty's breeding line.,lore_analysis,—
91,Aemond is the only person on this show actually playing Game of Thrones while everyone else is playing family group therapy.,faction_cheerleading,—
92,PLEASE TELL ME SOMEONE ELSE SAW THE WAY DAEMON LOOKED AT THE OWL IN THE WEIRWOOD TREE! HE WAS TOTALLY SPOOKED!,visceral_reaction,—
93,The shifting color temperature of Harrenhal's lighting—moving from warm amber to a sickening green-grey—tracks Daemon’s gradual descent into sleep-deprived psychosis.,lore_analysis,—
94,Greenies claiming Vhagar won Rook's Rest fairly when she literally had to wait for Meleys to get tired from fighting Sunfyre first. Typical cowardly tactics.,faction_cheerleading,—
95,Give Emma D'Arcy the Emmy right now. Just ship it to their house. The facial acting with zero dialogue in the final five minutes was unreal.,visceral_reaction,—
96,"By omitting the book's explicit narration of the pact of Ice and Fire, the show transforms Cregan Stark’s oath from a legal transaction into a purely religious commitment.",lore_analysis,—
97,"Team Black has five dragons, the Velaryon fleet, the entire North, the Riverlands, and the Vale, and they are still somehow losing to a teenager with an eye patch.",faction_cheerleading,—
98,I physically jumped out of my chair when the dragon slammed into the castle courtyard! My cat is still hiding under the couch!,visceral_reaction,—
99,The deliberate sluggishness of Vhagar’s takeoff animations reinforces the tragic reality that Westeros's greatest living monument is succumbing to advanced age.,lore_analysis,—
100,"By Westerosi law, a wife who commits high treason forfeits her children's right of inheritance, meaning Rhaenyra legally disinherited her own sons the moment she crowned herself.",faction_cheerleading,Hard edge case: weaponizes dry feudal legal theory to deliver a devastating partisan conclusion.
101,Rhaenys bursting through the Dragonpit floor was a deliberate visual spectacle designed by the showrunners to emphasize the destructive nature of Targaryen exceptionalism over the smallfolk.,lore_analysis,—
102,Rhaenys should have roasted the entire Green family right then and there. She literally had the war won in five seconds but choked hard.,faction_cheerleading,—
103,OH MY GOD THE DRAGONPIT SCENE WAS SO INSANE I LITERALLY SCREAMED AT MY TELEVISION!,visceral_reaction,—
104,Viserys climbing the steps to the Iron Throne while Otto offers to help him perfectly symbolizes how the Hand continuously enables the King's physical and political decline.,lore_analysis,—
105,Aegon is the rightful king by every law in Westeros. Rhaenyra spent twenty years having obvious bastards and expected everyone to just accept it.,faction_cheerleading,—
106,The crown falling off Viserys's head and Daemon picking it up gave me actual goosebumps. Best brother dynamic ever.,visceral_reaction,—
107,"Aemond claiming Vhagar altered the entire geopolitical balance of Westeros overnight, shifting the ultimate deterrent from Dragonstone to King's Landing.",lore_analysis,—
108,Lucerys slashing Aemond's eye was a cowardly 4v1 jump. Aemond took the biggest dragon in the world while Luke took a permanent L.,faction_cheerleading,—
109,I can't stop rewatching the dragon aerial chase sequence. The thunder and lightning effects looked absolutely magnificent!,visceral_reaction,—
110,The show's decision to make Alicent misunderstand Viserys's dying words about the Song of Ice and Fire turns a calculated usurpation into a tragic miscommunication.,lore_analysis,—
111,Team Black continuously pretends Daemon is a good person when he literally murdered his first wife with a rock to inherit her lands.,faction_cheerleading,—
112,The sound design on Vhagar's deep guttural roar vibrates my entire living room floor. It sounds like an ancient earthquake.,visceral_reaction,—
113,Corlys abandoning the Stepstones blockade after his injury illustrates the inherent fragility of feudal maritime alliances that rely entirely on a single charismatic leader.,lore_analysis,—
114,"Jace and Luke look nothing like Laenor Velaryon. Anyone with functioning eyes knows they are Strong boys, making Aegon's claim completely bulletproof.",faction_cheerleading,—
115,I physically cringe every time someone brings out those disgusting leeches to treat King Viserys's skin sores.,visceral_reaction,—
116,"The green dress Alicent wears to the welcome feast is a direct call to arms, historically signaling that Oldtown has called its banners for war.",lore_analysis,—
117,Rhaenyra demands everyone respect her birthright while she actively disrespects the basic marital customs of the realm. Pure narcissistic entitlement.,faction_cheerleading,—
118,WHEN DAEMON CHOPPED OFF VAEMOND'S HEAD IN THE MIDDLE OF THE SENTENCE MY JAW COMPLETELY UNHINGED!,visceral_reaction,—
119,"By showing Aegon hiding in the city's fighting pits, the narrative highlights how the patriarchal succession system forces reluctant heirs into positions of absolute power.",lore_analysis,—
120,Team Green fans crying about Vaemond like he didn't commit blatant treason in front of the sitting King. He got exactly what his big mouth deserved.,faction_cheerleading,—
121,I would literally die for sweet baby Luke. He was just a gentle boy trying to do his duty as an envoy!,visceral_reaction,—
122,"Otto Hightower sending Arryk to assassinate Rhaenyra mirrors the pragmatic, ruthless statecraft described in Machiavelli's Prince.",lore_analysis,—
123,Helaena deserves infinitely better than the monstrous family she was born into. Team Black targeting an innocent mother is absolute peak villainy.,faction_cheerleading,—
124,The transition from the young actors to the older actors in episode six was handled so smoothly. Olivia Cooke is an absolute revelation!,visceral_reaction,—
125,Larys Strong burning his own father and brother at Harrenhal demonstrates the terrifying rise of intelligence-based shadow politics over traditional military might.,lore_analysis,—
126,Aegon rode Sunfyre into heavy combat and took permanent physical damage while Rhaenyra sat safely behind the thick walls of her island keep.,faction_cheerleading,—
127,I am completely obsessed with the High Valyrian dialogue. It sounds so melodic and commanding whenever Emma speaks it.,visceral_reaction,—
128,"The deliberate pacing of the small council meeting post-Viserys's death reveals that the Green coup was a meticulously planned bureaucratic operation, not a spontaneous decision.",lore_analysis,—
129,"Daemon Targaryen is the sole reason House Targaryen retained its fearsome aura. Without him, the rest of the realm would have laughed at Viserys.",faction_cheerleading,—
130,Watching the dragons wrap their necks around each other on Dragonstone made my heart melt completely. So adorable!,visceral_reaction,—
131,Rhaenyra sending her unexperienced sons as unescorted envoys during an active succession crisis represents a monumental failure of basic diplomatic protection.,lore_analysis,—
132,Borros Baratheon choosing the faction that offered him an actual marriage pact over a twenty-year-old piece of paper is just basic common sense.,faction_cheerleading,—
133,HOLY MOLY THE TENSION IN STORM'S END HALL WAS CUTTING THROUGH THE SCREEN LIKE A VALYRIAN STEEL BLADE!,visceral_reaction,—
134,The show's portrayal of childbirth as a literal battlefield establishes a powerful thematic parallel between female bodily sacrifice and male martial combat.,lore_analysis,—
135,Blackcels act like Rhaenyra is a progressive feminist icon when she actively denied the inheritance rights of Lady Rosby and Lady Stokeworth to favor their younger brothers.,faction_cheerleading,Hard edge case: cites obscure feudal succession lore to deliver a sharp partisan attack on rival fans.
136,I am literally counting down the seconds until Sunday night. My weekend schedule revolves entirely around the 9 PM episode drop!,visceral_reaction,—
137,Harrenhal's crumbling architecture serves as an externalization of Daemon's fractured psychological state as he confronts his repressed guilt over Viserys.,lore_analysis,—
138,Alicent literally spent her entire youth serving a rotting old man just to make sure her blood sat on the throne. She earned every single bit of that crown.,faction_cheerleading,—
139,THE DRAGON SADDLE STRAPS SNAPPING IN THE STORM GAVE ME A FULL BLOWN PANIC ATTACK IN MY BEDROOM!,visceral_reaction,—
140,"Criston Cole's deep-seated hatred for Rhaenyra stems from his inability to process his own violation of his sacred Kingsguard vows, projecting his internal shame onto her.",lore_analysis,—
141,Aegon's golden dragon banner is objectively infinitely cooler than Rhaenyra's quartered personal arms. Greens win the branding war easily.,faction_cheerleading,—
142,I physically cannot stop listening to the House of the Dragon main title theme. I blast it in my car every single morning on the way to work.,visceral_reaction,—
143,"The introduction of the Dragonseeds fundamentally destabilizes the traditional Valyrian monopoly on power, demonstrating that dragon-riding is tied to bloodline rather than legal nobility.",lore_analysis,—
144,Jace is an absolute Chad for flying to the Wall and securing the North while Aegon was busy crying in his sickbed. Team Black stays superior.,faction_cheerleading,—
145,Seeing the massive skull of Balerion the Black Dread surrounded by hundreds of flickering candles in the crypts looked absolutely breathtaking.,visceral_reaction,—
146,Mysaria's network of smallfolk informants demonstrates how urban poverty creates a highly exploitable intelligence market in the capital.,lore_analysis,—
147,Otto Hightower is the greatest administrator the realm has ever seen. Viserys ruined the peace by making an unhinged emotional choice for his heir.,faction_cheerleading,—
148,I HAVE WATCHED THE SEASON 3 TRAILER AT LEAST FIFTY TIMES TODAY AND I AM READY TO RUN THROUGH A BRICK WALL!,visceral_reaction,—
149,"The contrast between Dragonstone's rugged, volcanic obsidian tables and King's Landing's polished marble floors visualizes the ideological clash between ancient Valyrian roots and assimilated Andal culture.",lore_analysis,—
150,"Team Green literally relies on a clubfoot assassin, a disgraced bitter knight, and a one-eyed psychopath to fight their battles. Absolute freak show.",faction_cheerleading,—
151,"Rhaenyra’s refusal to execute the captive Lannister lords demonstrates her adherence to the traditional rules of high-born ransom, contrasting with Daemon's total war mentality.",lore_analysis,—
152,Team Green acts like Aemond is a tactical genius when he literally lost the capital because he got distracted chasing phantom sightings in the Riverlands.,faction_cheerleading,—
153,THE COSTUME DESIGN THIS SEASON IS SO UNBELIEVABLY GORGEOUS I WANT EVERY SINGLE CLOAK RHAENYRA WEARS!,visceral_reaction,—
154,The heavy mist covering the Gods Eye during the march to Harrenhal foreshadows the total lack of clarity and intelligence that plagues both armies in the Riverlands.,lore_analysis,—
155,Aegon actually fought at Rook's Rest and bled for his people while Rhaenyra just sends low-born bastards to do her fighting. Common Team Green W.,faction_cheerleading,—
156,I am never going to forgive the writers for making Seasmoke look so sad and abandoned before Addam found him. My poor watery boy!,visceral_reaction,—
157,"Jace’s diplomatic failure in the Eyrie highlights how Targaryen envoys struggle to negotiate without the direct, visible threat of an adult dragon parked outside.",lore_analysis,—
158,Team Black defenders are deeply unhinged for excusing Daemon's blood and cheese assassination just because Aegon threw a party afterward.,faction_cheerleading,—
159,Holy fucking shit that dragon duel in the clouds was the most intense ten minutes of television I have ever watched in my life!,visceral_reaction,—
160,Alicent’s lighting of the seven candles in the royal sept visualizes her psychological retreat into strict Andal piety whenever the Targaryen reality gets too chaotic.,lore_analysis,—
161,Sunfyre is literally the toughest dragon in the entire history of Westeros. Took two massive ambushes and still managed to crawl back to his King.,faction_cheerleading,—
162,I physically screamed when the sea snake finally acknowledged Alyn in front of the entire shipyard crew! Let's go Corlys!,visceral_reaction,—
163,The transition from Valyrian steel daggers to basic iron butchery tools in the riot scenes emphasizes the rapid democratization of violence in the capital.,lore_analysis,—
164,Rhaenyra claims to protect the smallfolk while her blockade literally starves the children of Flea Bottom to death. Absolute tyrant behavior.,faction_cheerleading,—
165,Omg the way Aemond touches the sapphire in his eye socket when he gets angry is such an incredible character tick!,visceral_reaction,—
166,Corlys’s insistence on repairing the flagship's hull with old Driftmark timber rather than fresh pine symbolizes his desperate cling to ancestral legacy.,lore_analysis,—
167,Baela is the only competent person on Team Black. If she was the crowned queen instead of Rhaenyra the war would have ended months ago.,faction_cheerleading,—
168,I am literally shaking right now watching the winter wolves charge into heavy cavalry without showing a single ounce of fear!,visceral_reaction,—
169,"The recurring visual of stale, untouched bread at the small council table highlights the complete administrative paralysis of Aegon's regency.",lore_analysis,—
170,Greens claiming Alicent wanted peace when she literally spent twenty years poisoning her children's minds against their own half-sister. Pure projection.,faction_cheerleading,—
171,AHHHHHH THE WAY SYRAX ROARED BACK AT THE WILD DRAGONS ON THE VOLCANO CLIFF GAVE ME INSTANT GOOSEBUMPS!,visceral_reaction,—
172,"By placing the Dragonseed claiming trials in the lowest, most unventilated level of the pit, the show highlights the suffocating reality of Valyrian eugenics.",lore_analysis,—
173,Aemond is an absolute monster but you have to admit he carries the entire Green aesthetic on his back. Pure anime villain energy.,faction_cheerleading,—
174,I cannot look at Larys Strong without feeling an immediate urge to take a boiling hot shower. He is so unbelievably slimy.,visceral_reaction,—
175,Cole’s strategic decision to secure the crownlands castles one by one prevents Team Black from establishing an effective land bridge to the capital.,lore_analysis,—
176,Rhaenyra legally forfeited her claim the moment she started birthing obvious Strong bastards. Aegon is the only true blooded king by ancient law.,faction_cheerleading,Hard edge case: cites strict feudal inheritance rules to deliver an uncompromising partisan attack.
177,PADDY CONSIDINE DESERVED EVERY SINGLE ACTING AWARD ON THE PLANET FOR EPISODE EIGHT I WILL STAND BY THAT UNTIL I DIE!,visceral_reaction,—
178,"The damp, moss-covered walls of Riverrun visually contrast with the dry, sterile marble of the Red Keep, representing the irreconcilable cultural divide between Andal centers.",lore_analysis,—
179,Blackcels crying about Vhagar's size like it's unfair. Maybe if your queen actually fed her dragons something besides cake they could put up a real fight.,faction_cheerleading,—
180,The sound design of the dragon wings snapping against gale force winds in the storm is an absolute technical masterpiece.,visceral_reaction,—
181,Daemon’s hallucinations of young Rhaenyra force him to confront the exact moment his grooming behavior alienated his only true political ally.,lore_analysis,—
182,Team Green stays crying about the ratcatchers like Aegon didn't literally hang a hundred innocent working class men from the city walls.,faction_cheerleading,—
183,I am completely obsessed with High Valyrian command phrases. I walk around my apartment telling my Roomba 'Dohaeris' every single day.,visceral_reaction,—
184,The deliberate visual framing of Otto standing in the literal shadows of the Iron Throne reinforces his role as the permanent structural architect of the state.,lore_analysis,—
185,Jace is infinitely more royal and composed than Aegon could ever hope to be. The Strong boys are the absolute peak of the Targaryen gene pool.,faction_cheerleading,—
186,NOOOOO PLEASE DON'T HURT THE BABY DRAGONS I CANNOT HANDLE ANIMAL CRUELTY EVEN IF THEY ARE CGI LIZARDS!,visceral_reaction,—
187,The shift from upbeat lutes to discordant cellos during the royal procession highlights the complete evaporation of public goodwill toward the crown.,lore_analysis,—
188,Alicent selling her own son out to save her skin proves what Team Black has said since day one: Hightowers have zero loyalty to anyone but themselves.,faction_cheerleading,—
189,Watching the Velaryon fleet sail out of the fog with their massive sea horse sails raised was pure unadulterated cinematic joy!,visceral_reaction,—
190,Hugh Hammer’s initial reluctance to approach the wild dragon reflects the deep-seated psychological conditioning of the smallfolk regarding royal divine right.,lore_analysis,—
191,Aemond claiming the largest dragon in the known world while Luke was busy crying behind his mother's skirts settled the faction debate permanently.,faction_cheerleading,—
192,I physically have to mute the TV when the dragon keepers start chanting because the deep throat singing resonates in my chest too hard!,visceral_reaction,—
193,The stark absence of Targaryen heraldry in Harrenhal's main hall visually signifies Daemon's total isolation from the established institutional power of the family.,lore_analysis,—
194,Team Black relies entirely on blood magic cheat codes because their actual human commanders couldn't successfully organize a peasant militia.,faction_cheerleading,—
195,GODS I HAVE MISSED WESTEROS SUNDAYS SO MUCH! My entire group chat has been blowing up non-stop since eight o'clock!,visceral_reaction,—
196,Cole’s aggressive vanguard placement in the crownlands campaign reflects a desperate need to validate his position as Hand through undeniable field victories.,lore_analysis,—
197,Sunfyre is the true canonical golden boy. Syrax looks like a clumsy yellow oversized pigeon compared to his absolute physical majesty.,faction_cheerleading,—
198,I am going to have absolute nightmares about that massive shadow passing over the castle walls. Vhagar is a literal horror movie monster!,visceral_reaction,—
199,"By showing the Triarchy admirals arguing through a translator, the narrative highlights the severe operational friction inherent in mercenary naval coalitions.",lore_analysis,—
200,Daemon is an unhinged war criminal but Team Black fans will defend his worst atrocities to the death simply because Matt Smith looks cool in armor.,faction_cheerleading,Hard edge case: acknowledges valid character critiques but frames the point around attacking rival viewers.
